person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
69555,Hifikepunye Lucas Pohamba,1,,27204,Namibia,Hifikepunye Lucas,Pohamba,,,1935-01-01,Male,0.0,"Okanghudi, Ohangwena Region",,Married,,,,,,,,,,,,,,,,,,,,,,,,0,,,,social sciences,social sciences,,,"Higher education, non university",,1.0,1.0,,Hifikepunye Pohamba is the incumbent President of the Republic of Namibia. He is serving his second term of office after being re-elected in 2009.,66820,South West Africa People's Organisation (SWAPO),No,Apex,President,,,Party organization/administration,Executive,President,,,2010-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2010-01-01
107084,Sali Berisha,1,,64793,Albania,Sali,Berisha,,,,Male,0.0,Viçidol,Albania,Married,2.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",Education: university professor,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,107092,Albanian,Assumed,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,,,,medicine,medicine,,,University / college,,0.0,1.0,"Scientific Research Strategies ""Health for All""",https://en.wikipedia.org/wiki/Sali_Berisha,106406,Democratic Party of Albania,No,Apex,Leader of the Democratic Party of Albania,Kryetar i Parise Demokratke te Shqiperise,No,Political advisor,Member of Parliament,"MP,Tirana",PM or equivalent,Kyeminister,2017-01-01,,0,,,,250680,Tiran,Party leader,Leader of the Democratic Party of Albania,,2009-01-01,,0,,,,0,,Executive,Prime Minister ,,2009-01-01,,1,,,,0,,1,2009-01-01
268913,Ayad Allawi,,Lower House,31757,Iraq,Ayad,Allawi,,,1944-01-01,Male,0.0,"Adhamiyah-Baghdad,",Iraq,Married,,,,,,,Assumed,79392,Arabic|,Assumed,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,Post-graduate (anything except Ph.D. degree),,0.0,,,,0,,,,,,,,Executive,Vice President,,,2016-01-01,,1,,,,254860,Salahidin,Executive,Prime Minister,,2003-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2003-01-01
60994,Kjell Magne Bondevik,1,,40532,Norway,Kjell Magne,Bondevik,,,1947-01-01,Male,0.0,"Molde, Norway",,Married,3.0,International organization top management,,,,,,,Norwegian,,Norwegian,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,other,other,,,University / college,,0.0,1.0,Teology,,60744,Christian Democratic Party,Yes,Top ten,Former president,,,Party organization/administration,Executive,President of the Oslo Centre for Peace and Human Rights,,,2006-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2006-01-01
93898,Nuri al-Maliki,1,Lower House,31757,Iraq,Nuri,al-Maliki,,,1950-01-01,Male,,"Babil, Iraq",Iraq,,5.0,Education: school teacher,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,79392,Arabic,Assumed,,"79394,79399",Kurdish|Other,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,humanities,humanities,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,,0,,,Apex,Head of the State of Law Coalition,Secretary General of the Islamic Dawa Party (State of Law Coalition),,Party organization/administration,Executive,Vice President,other,N/A|الامور الداخلية,2016-01-01,,1,,,,254855,Najaf,Executive,Prime Minister,interior,2006-01-01,,1,,,,0,,"Cabinet, Minister",Minister of Interior ,,,,1,,,,0,,1,2006-01-01
293011,Ayad  Allawi,,,31757,Iraq,Ayad ,Allawi,,,1944-01-01,Male,0.0,Baghdad,Iraq,Married,,,,,,,Assumed,79392,Arabic|,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,Post-graduate (anything except Ph.D. degree),,0.0,,,,0,,,,,,,,Executive,Vice President,,,2014-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2014-01-01
68964,José Daniel Ortega Saavedra,"1,2",,64625,Nicaragua,José Daniel,Ortega Saavedra,,,1945-01-01,Male,0.0,"La Libertad, Chontales",Nicaragua,Married,8.0,No (previous) occupation (including unemployed),"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,Ortega Murillo,,65612,Spanish; Castilian,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,University / college,,0.0,0.0,,,64643,Sandinista National Liberation Front,No,Apex,Secretary General,Secretario General,No,Party organization/administration,Executive,President of the Republic,,,2007-01-01,,1,,,,0,,Party leader,President of the Sandinista National Liberation Front,,,,0,,,,0,,,,,,,0,,,,0,,1,2007-01-01
65585,Hashim Thaqi,1,,64639,Kosovo,Hashim,Thaqi,,,2011-01-01,Male,0.0,"Buroje, Skenderaj, Kosovo",,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",Other,,,,,,Albanian,Assumed,Albanian,"64684,64683",Bosnian|Serbian,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,,,,social sciences|other,social sciences,other,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,History and International Relations,"For any further information on his life activities please visit:
1. http://en.wikipedia.org/wiki/Hashim_Tha%C3%A7i

2. http://www.medijacentar.info/en/who-is-who/221-hashim-thaqi",64687,Democratic Party of Kosovo (DPK),,Apex,President,President,,Previous MP,Executive,Prime Minister,,,2011-01-01,,1,,,,0,,Party leader,President of the Democratic Party of Kosovo,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,1,2011-01-01
78796,Elias José Jaua Milano,"1,2",,64725,"Venezuela, Bolivarian Republic of",Elias José,Jaua Milano,,,1969-01-01,Male,0.0,Caucagua,Venezuela,Married,,Full-time interest group official (employers. association),,,,,,72837,Spanish; Castilian,Assumed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,social sciences,social sciences,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,"Education: https://elpitazo.com/ultimas-noticias/perfiles-el-grupo-encargado-de-hacer-realidad-la-constitucion-de-maduro/
http://www.psuv.org.ve/portada/elias-jaua-designado-nuevo-ministro-relaciones-exteriores-y-vicepresidente-politico-gobierno/#.WgD7CxNSzR0",68100,United Socialist Party of Venezuela,No,No,Member,Miembro,No,Political movement,"Cabinet, Minister",Minister of the Public Power for Education,education,Ministerio del Poder Popular para la Educaion,2010-01-01,2017.0,2,,,,0,,Executive,Vice President,,2010-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2010-01-01
262423,Evans Kidero,,Lower House,29323,Kenya,Evans,Kidero,,,1957-01-01,Male,0.0,"Majengo, Nairobi",Kenya,Married,3.0,Employed: top management / director / CEO,,,,,,73881,Other|Luo,,Luo,73844,Swahili,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,biology / chemistry / physics,biology / chemistry / physics,,,Post-graduate (anything except Ph.D. degree),,0.0,,,His Wikipedia page is https://en.wikipedia.org/wiki/Evans_Kidero ,0,,,,,,,,Executive,"Governor, Nairobi County",,,2013-01-01,,1,,,,0,,,,,2017-01-01,,0,,,,0,,,,,2017-01-01,,0,,,,0,,1,2013-01-01
72838,Hugo Rafael Chavez Frias,1,,64725,"Venezuela, Bolivarian Republic of",Hugo Rafael,Chavez Frias,,,1954-01-01,Male,0.0,"Barinas, State",,Divorced,4.0,Military official,,,,,,72837,Spanish; Castilian|Spanish,Assumed,Spanish,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,military,military,,,University / college,,0.0,0.0,,"December 3, 2006, the first national representative is ratified in his post through the will of the Venezuelan people, noting his position as one of the most paradigmatic figures to the world.",68100,United Socialist Party of Venezuela,No,Apex,President,Presidente,Yes,Political movement,Executive,Head of state and head of government of the Bolivarian Republic of Venezuela (elected) ,,,1999-01-01,,1,,,,0,,Party leader, leader of the party,,1998-01-01,,0,,,,0,,,,,,,0,,,,0,,1,1999-01-01
72911,Henrique Capriles Radonski,"1,2",,64725,"Venezuela, Bolivarian Republic of",Henrique,Capriles Radonski,,,1972-01-01,Male,0.0,Caracas,Venezuela,Single,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,Assumed,72837,Spanish; Castilian|Spanish,Assumed,Spanish,72837,Spanish; Castilian,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,,"He began his political career at a young age in the ranks of the Social Christian COPEI party. In the parliamentary elections of 1998 he was elected as Deputy for the Partido Social Christian COPEI to the Congress of the Republic, there he was elected President of the Chamber of Deputies and Vice-President of the Parliament as a whole, consensus being the youngest to hold that position.

Education: https://www.buscabiografias.com/biografia/verDetalle/9864/Henrique%20Capriles%20Radonski
http://henriquecapriles.com/",68122,First Justice,No,Top ten,President,Presidentet,No,Municipal position,Executive,Governor of the state of Miranda ,,,2008-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2008-01-01
67631,Tabaré Ramón Vázquez Rosas,"1,2",,64929,Uruguay,Tabaré Ramón,Vázquez Rosas,,,1940-01-01,Male,0.0,Montevideo,Uruguay,Married,4.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,65226,Spanish; Castilian,,,65226,Spanish; Castilian,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,medicine,medicine,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,Oncology,,65227,Broad Front,No,Apex,Party Member,,No,Party organization/administration,Executive,President,,,2015-01-01,,1,,,,0,,Party leader,Political leader of Broad Front,,,,0,,,,0,,,,,,,0,,,,0,,1,2015-01-01
12173,Rafael Vicente Correa Delgado,1,,11982,Ecuador,Rafael Vicente,Correa Delgado,,,1963-01-01,Male,0.0,"Guayaquil, Guayas",,Married,3.0,Education: university professor,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,12021,Spanish; Castilian,,,12022,Quechua,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,economics / business / management,economics / business / management,,,Ph.D.,,1.0,1.0,,,12167,Alianza País,No,Apex,Founder/Leader,,,Previous Minister,Executive,President,,,2006-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2006-01-01
68352,Werner Faymann,1,,68288,Austria,Werner,Faymann,,,2011-01-01,Male,0.0,Vienna,,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,68289,German,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,,,,,,,Secondary,,,,He studied law but he has not completed his course of studies,"On 2nd December 2008 Werner Faymann, the executive chairman of the Social Democratic Party of Austria (SPÃ–), was sworn in by Federal President Heinz Fischer as Federal Chancellor.

Occupational career

1985 - 1988 consultant at the Zentralsparkasse,
1988 director and provincial chairman of the Viennese Tenants' counselling.

Political career

1985 - 1994 provincial chairman of Socialistic Youth Vienna (Sozialistische Jugend Wien),
1994 - 2007 member of the Viennese state parliament and municipal council; executive city councillor for housing, housing construction and urban renewal; president of the Viennese Fund for Provision of Property and Urban Renewal (Wiener Bodenbereitstellungs- und Stadterneuerungsfonds: WBSF) and vice president of the Viennese Business Agency (Wiener WirtschaftsfÃ¶rderungsfonds: WWFF).
2007 - 2nd December 2008 - Federal Minister for Transport, Innovation and Technology (BMVIT)
since June 2008 - executive chairman of the Social Democratic Party of Austria (SPÃ–)
since 2nd December 2008 - Federal Chancellor of Austria",68347,Social Democratic Party of Austria,No,Apex,Executive chairman,Vorsitzender,No,Previous Minister,Party leader,Social Democratic Party of Austria,,,2008-01-01,,0,,,,0,,Executive,Federal Chancellor,,2008-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2008-01-01
70660,Václav Klaus,1,,68452,Czech Republic,Václav,Klaus,,,1941-01-01,Male,0.0,"Prague, Czech Rep",,Married,2.0,Employed: top management / director / CEO,Education: university professor,Other,,,,69479,Czech,Assumed,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,economics / business / management,economics / business / management,,,Ph.D.,,0.0,1.0,,"Notes on Vaclav Klaus by an independent PA consultant
- his power derives from nostalgic free-marketeers within ODS
- his power base includes the Prague lawyer Karel Muzikar, Prague ODS (current leader Boris Stastny) and thus the majority of Prague ""business"" world
- note also his regular defense of Russian interests (missile shield, NATO & EU criticisms, promotion of mutual economic cooperation, trips to Moscow...)


In CSSD, the formal leader will be chosen next weekend, but regardless of whether its Hasek or Sobotka, lawyer Miroslav Jansta is the key decision maker.

The power of these lawyers (and of all similar eminence grise) rests in their ability to write up contracts and devise ways to finance the party and selective party members (which increases their power).



Curriculum Vitae
VÃ¡clav Klaus

* June 19, 1941


Czech economist, politician and President of the Czech Republic

Vaclav Klaus was born in the Vinohrady district of Prague on June 19, 1941. He spent his childhood and youth in the neighbourhood of Tylovo namesti square.

He obtained his university education at the University of Economics, Prague (majoring in the Foreign Trade Economics and graduating in 1963), and economics thus became his specialist field for his entire life. He took advantage of the relative liberalisation in the then Czechoslovakia in order to study in Italy (1966) and the USA (1969). As a research worker at the Institute of Economics of the Czech Academy of Sciences he completed his postgraduate scientific studies and in 1968 was awarded the title of app. PhD. in Economics.

In 1970 he was forced to abandon his research career for political reasons, and left to work at the Czechoslovak State Bank for many years. In 1987 he returned from the bank to his academic work at the Prognostic Institute of the Czech Academy of Sciences at the end of 1987.

Immediately after the events of November 17, 1989 he entered politics, but did not lose contact with the world of economic science. He continued to lecture and publish occasionally, and in 1991 he was engaged as a lecturer at Charles University in the field of economics. In 1995 he was appointed professor for the field of finances at the University of Economics, Prague.

He embarked on his political career in December 1989, when he became Federal Minister of Finance. Later, in October 1991 he was appointed vice chairman of the government of the Czechoslovak Federal Republic. At the end of 1990 he became the chairman of the then strongest political entity - the Civic Forum. Following its demise in April 1991 he co-founded the Civic Democratic Party, of which he was chairman from its inception until December 2002. He won a parliamentary election with this party in June 1992 and became Prime Minister of the Czech Republic. In this role he shared in the ""Velvet Divorce"" of the Czechoslovak Federation and the foundation of an independent Czech Republic. In 1996 he successfully defended his post as Prime Minister in election to the Chamber of Deputies. Following the collapse of the governing coalition he tendered his resignation in November 1997. Following a forced general election in 1998 he became chairman of the Chamber of Deputies of the Czech parliament for a four-year period.

On February 28, 2003 he was elected President of the Czech Republic. On February 15, 2008 he was elected President of the Czech Republic.

Vaclav Klaus is married to the economist Livia Klausova and has two sons and five grandchildren. His son Vaclav is the headmaster of a private grammar school in Prague, and his son Jan works as a financial analyst.

For many years in his youth Vaclav Klaus was top sportsman, playing basketball and volleyball, and also enjoys skiing and playing tennis. In his free time he enjoys reading fictitious literature and listening to music, in particular jazz.

He has published over 20 books on general social, political and economic themes, and has been awarded a number of international prizes and honorary doctorates from universities all over the world.",70601,Civic Democratic Party- ODS,No,Top ten,co-Founder,spoluzaložil,,Political advisor,Executive,President,,,2003-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2003-01-01
5962,Bakir Izetbegovic,"1,2",,3879,Bosnia and Herzegovina,Bakir,Izetbegovic,,,1956-01-01,Male,0.0,Sarajevo,Bosnia and Herzegovina,Married,1.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Izetbegovic,,3881,Bosnian,,,"3889,3890",Croatian|Serbian,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,other,other,,,University / college,,0.0,1.0,,,4391,Party for Democratic Action,No,Top ten,Member of the Presidency of the Party of Democratic Action,Clan Predsjednistva Stranke Demokratske Akcije,No,Party organization/administration,Executive,Member of the Presidency of Bosnia and Herzegovina (rotating chair),,,2014-01-01,,1,,,,282116,federacija bosne i hercegovine,Party leader,Party of Democratic Action ,,2014-01-01,,0,,,,0,,,,,,,0,,,,0,,1,2014-01-01
74787,Juan Evo Morales Ayma,"1,2",,68870,Bolivia,Juan Evo,Morales Ayma,,,1959-01-01,Male,0.0,"Orinoca, Oruro",Bolivia,Single,,"Self-employed: farmer, fisherman",Full-time interest group official (trade union),,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Primary,,,,,,68947,Movement Towards Socialism-Political Instrument for the People's Soveriengty (MAS-IPSP),Yes,Apex,President,,,National trade union,Executive,President,,,2010-01-01,,1,,,,0,,Party leader,MAS Party Leader,,2010-01-01,,0,,,,0,,,,,,,0,,,,0,,1,2010-01-01
98030,Álvaro Marcelo García Linera,"1,2",,68870,Bolivia,Álvaro Marcelo,García Linera,,,1962-01-01,Male,0.0,"Cochabamba, Bolivia",,Single,,Education: university professor,"Media (journalist, pundit, columnist etc)",,,,,74839,Spanish; Castilian,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,mathematics / computer science,mathematics / computer science,,,University / college,,1.0,0.0,,,68947,Movement Towards Socialism-Political Instrument for the People's Soveriengty (MAS-IPSP),Yes,Top ten,Vice President,,No,,Executive,Vice President of the Republic,,,2010-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2010-01-01
7025,Traian Băsescu,1,,3750,Romania,Traian,Băsescu,,,1951-11-04,Male,0.0,"Basarabi City, Constanta County",,Married,2.0,Other,,,,,,17687,Romanian; Moldavian; Moldovan|Romanian,Assumed,Romanian,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,military,military,,,University / college,,1.0,1.0,,,7020,People Movement Party,,Apex,former President,,No,Previous Minister,Executive,President of Romania,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
102879,Eveline Widmer-Schlumpf,1,,75341,Switzerland,Eveline,Widmer-Schlumpf,,,1956-01-01,Female,0.0,Felsberg (GR),Switzerland,Married,3.0,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,75932,Germanic languages,,,"90630,75937,75941",English|French|Italian,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,,,,law,law,,,Ph.D.,,0.0,1.0,Lawyer; Public Notary,,92396,Conservative Democratic Party of Switzerland,No,No,Member,Member,,Party organization/administration,"Cabinet, Minister",Head of Federal Department of Finance,,Head of Federal Department of Finance,2008-01-01,,0,,,,0,,Executive,President of Switzerland,,2012-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2012-01-01
102894,Micheline Calmy-Rey,1,,75341,Switzerland,Micheline,Calmy-Rey,,,1945-01-01,Female,0.0,Chermignon (VS),Switzerland,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,75937,French,,,"90630,75932,75941",English|Germanic languages|Italian,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4,,,,social sciences,social sciences,,,University / college,,0.0,1.0,Political Sciences,,80915,Social Democratic Party/ Swiss Socialist Party SP/PS,No,No,Member,Former president of the cantonal party,,Party organization/administration,"Cabinet, Minister",,,Federal Department of Foreign Affairs (DFA),2002-01-01,,0,,,,0,,Executive,President of the Swiss Confederation,,2010-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2010-01-01
102904,Doris Leuthard,"1,2",,75341,Switzerland,Doris,Leuthard,,,1963-01-01,Female,0.0,Merenschwand (AG),Switzerland,Married,0.0,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)",,,,,,75932,Germanic languages,,,75937,French,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,,,,law,law,,,University / college,,0.0,1.0,Lawyer,"https://www.parlament.ch/en/biografie?CouncillorId=488
https://www.admin.ch/gov/en/start/departments/department-of-environment-transport-energy-communications-detec.html",81467,Christian Democratic Party CVP/PDC,No,No,Former president,Member,,Party organization/administration,Executive,"Head of FEderal DEpartment of Environment, Transport, Energy and Communications",PM or equivalent,Bundesratspräsident; Umwelt,2006-01-01,,2,,,,0,,Executive,Federal President,environment,2017-01-01,,1,,,,0,,,,,,,0,,,,0,,1,2017-01-01
109323,Joseph Kabila Kabange,"1,2",,76387,"Congo, Democratic Republic of the",Joseph,Kabila Kabange,,,1971-01-01,Male,0.0,"Hewa Bora, Fizi in the South Kivu DRC",,Married,,Self-employed: small businessman,,,,"He is the son of Laurent Désiré Kabila, the former President of DRC",Assumed,107647,Luba-Katanga|Swahili,Assumed,Swahili,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,social sciences,social sciences,,,"Higher education, non university",,1.0,0.0,International Relations,,81364,People's Party for Reconstruction and Democracy,No,Apex,Founding President of the party,President of the party,No,,Executive,The head of State,,,2006-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2006-01-01
6039,Jintao Hu,1,,5693,"China, People's Republic of",Jintao,Hu,,,1942-01-01,Male,0.0,"Taizhou, Jiangsu Province",,Married,2.0,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)","Employed: middle management (department head, technician etc.)",Education: school teacher,,,,6028,Chinese,Assumed,,6028,Chinese,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,,,,engineering,engineering,,,University / college,,0.0,0.0,Hydraulic engineering,,6010,Communist Party of China,No,Apex,General Secretary of the CPC Central Committee;Chairman of the CPC Central Military Commission and Chairman of the Central Military Commission of PRC,中共中央总书记，中央军事委员会主席,No,Party organization/administration,Executive, President of PRC,,,2003-01-01,,1,,,,0,,Party leader,General Secretary of the CPC Central Committee,,2002-01-01,,0,,,,0,,Member of Parliament,,,2008-01-01,,2,,,,0,,1,2003-01-01
4656,Karolos Pappoulias,1,,4396,Greece,Karolos,Pappoulias,,,1929-01-01,Male,0.0,"Ioannina, Greece",,Married,3.0,,,,,,,4415,Greek,,,746,English,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,,,,law,law,,,Ph.D.,,1.0,1.0,,,0,,No,,,,,Political movement,Executive,President of the Republic,,,2009-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
119491,Andrew Michael Holness,"1,2",Lower House,115667,Jamaica,Andrew Michael,Holness,,,1972-01-01,Male,0.0,"Spanish Town, St. Catherine",Jamaica,Married,2.0,Employed: top management / director / CEO,,,,,,"116171,116176",English|English,Assumed,,"116171,116176",English|English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,Development Studies,"https://en.wikipedia.org/wiki/Andrew_Holness
http://jamaica-elections.com/general/2016/info/constituency.php?constituencyid=6&s=Submit&r=Reset
https://atoday.org/new-prime-minister-of-jamaica-is-an-adventist-andrew-holness/",116267,Jamaica Labour Party,No,Top ten,President,,,Party organization/administration,Executive,Prime Minister/Party Leader,,,2016-01-01,2016.0,1,,41,6.0,254979,st. andrew western,Member of Parliament,Parliamentary representative for the constituency of 'West Central St. Andrew',,2016-01-01,,3,,,,0,,Party leader,JLP Leader & Chair of the Economic Development Committee (Assembly leader),,2011-01-01,2016.0,0,,,,0,,1,2016-01-01
304991,Jorge David  Glas Espinel,,,11982,Ecuador,Jorge David ,Glas Espinel,,,1969-01-01,Male,0.0,Guayaquil,Ecuador,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,12021,Spanish; Castilian|,Assumed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,,,,engineering,engineering,,,University / college,,0.0,,,https://ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/Jorge_Glas.html,0,,,,,,,,Executive,Vice President,,,2013-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2013-01-01
